ID,gender,Team,Background,Pro level,Winter Training Camp,altitude_results,vo2_results,hr_results,dob,Continent
393,female,group E,Cobblestones,World Tour,none,84,88,83,1999-06-06,North America
394,male,group C,Cobblestones,Continental,none,67,68,66,1989-10-07,Africa
395,female,group E,Cobblestones,Continental,none,59,65,59,2004-05-30,North America
396,female,group D,None,Continental,none,49,44,52,1988-10-03,Europe
397,male,group C,Hill,World Tour,completed,78,80,82,1986-07-19,Asia
398,female,group D,None,Continental,none,67,72,69,1992-04-20,North America
399,male,group A,Mountain,World Tour,none,84,87,81,1991-08-31,Europe
400,female,group D,Cobblestones,World Tour,none,55,62,62,1993-08-01,North America
401,female,group B,None,World Tour,none,55,73,70,1989-12-14,Africa
402,female,group D,Sprinter,World Tour,completed,92,98,100,1991-08-10,North America
403,male,group B,Hill,Continental,completed,55,55,52,1997-09-06,South America
404,female,group C,None,Continental,completed,64,83,81,1996-07-12,Asia
405,male,group D,None,World Tour,none,74,60,60,1990-12-12,North America
406,female,group C,Sprinter,World Tour,none,59,62,62,1999-07-05,Australia
407,female,group C,Sprinter,World Tour,completed,60,69,60,1991-07-19,South America
408,male,group E,Cobblestones,Continental,none,70,57,48,2001-11-17,South America
409,female,group D,None,Continental,none,69,74,79,1995-02-18,Asia
410,female,group B,None,World Tour,none,74,84,76,1988-07-27,South America
411,male,group D,Sprinter,Continental,none,55,47,50,1990-08-21,Asia
412,male,group A,Sprinter,World Tour,completed,84,85,85,1992-05-29,Africa
413,female,group C,Sprinter,World Tour,completed,72,77,81,2001-04-08,North America
414,male,group C,Cobblestones,World Tour,none,74,70,60,1985-07-10,Africa
415,female,group D,Hill,Continental,completed,44,62,67,1991-08-10,Australia
416,male,group B,Sprinter,Continental,completed,49,45,45,1988-01-24,North America
417,female,group A,Sprinter,Continental,none,66,77,74,1992-12-29,Africa
418,female,group C,Hill,World Tour,none,46,64,67,1987-08-02,Australia
419,male,group B,None,Continental,completed,37,38,43,2000-04-27,North America
420,female,group E,Sprinter,World Tour,none,76,77,78,2001-02-19,Africa
421,female,group C,None,World Tour,none,68,66,65,1991-10-06,Asia
422,male,group D,None,Continental,none,72,69,73,1988-10-10,Asia
423,male,group C,Cobblestones,World Tour,none,28,30,27,1989-06-25,Africa
424,female,group E,Hill,World Tour,none,70,78,71,2004-09-01,Africa
425,female,group D,Sprinter,World Tour,none,73,79,79,1992-11-14,Asia
426,female,group D,Hill,World Tour,none,66,70,75,2003-09-05,South America
427,female,group C,None,Continental,completed,53,55,53,1996-01-13,South America
428,female,group D,Cobblestones,World Tour,none,75,79,78,1998-11-18,Europe
429,male,group D,None,Continental,none,46,57,53,1998-08-22,Australia
430,female,group D,Sprinter,Continental,none,40,47,47,1985-11-07,Asia
431,female,group C,Cobblestones,World Tour,none,68,81,76,2000-01-31,Africa
432,male,group B,Cobblestones,World Tour,none,46,41,38,2001-04-09,Australia
433,female,group D,Sprinter,World Tour,none,65,71,74,2004-07-14,Europe
434,male,group A,None,World Tour,none,55,39,35,1996-09-25,Australia
435,female,group D,Cobblestones,World Tour,completed,65,83,80,2002-10-02,North America
436,male,group C,Sprinter,World Tour,none,68,71,67,2004-10-12,Asia
437,male,group C,Time Trial,Continental,none,78,85,80,1995-01-27,Africa
438,male,group B,Sprinter,World Tour,none,83,78,67,1990-03-10,Africa
439,male,group C,Hill,World Tour,completed,57,61,63,1986-07-17,North America
440,male,group C,None,World Tour,none,61,54,56,1995-07-26,North America
441,male,group D,None,World Tour,completed,70,68,76,1989-09-10,Asia
442,female,group C,Hill,World Tour,none,71,79,74,1985-07-26,North America
443,female,group E,Time Trial,World Tour,none,78,91,91,1992-10-30,Australia
444,male,group D,None,World Tour,none,82,73,76,2005-12-15,Europe
445,male,group B,Hill,World Tour,none,61,55,57,1990-06-01,Australia
446,female,group E,Cobblestones,Continental,completed,62,68,73,2003-09-23,Europe
447,male,group E,Hill,World Tour,completed,98,94,96,1998-10-11,North America
448,male,group D,Hill,Continental,none,74,73,72,2002-05-17,South America
449,male,group C,None,Continental,none,74,79,73,1999-04-10,Australia
450,male,group C,None,World Tour,none,71,74,71,2000-05-21,Australia
451,male,group D,Time Trial,World Tour,none,88,78,75,1990-05-09,Africa
452,male,group D,Cobblestones,World Tour,none,61,57,57,1986-02-06,Africa
453,male,group D,None,World Tour,none,68,56,56,1987-03-02,South America
454,male,group B,Hill,World Tour,completed,55,57,47,2005-05-24,Asia
455,male,group D,Cobblestones,Continental,completed,70,68,68,1991-01-24,North America
456,male,group D,None,World Tour,none,74,67,69,2001-11-24,Asia
457,male,group C,Hill,World Tour,completed,72,69,74,1992-10-16,Asia
458,male,group C,None,Continental,completed,60,65,65,1990-10-15,North America
459,female,group C,Mountain,World Tour,completed,72,75,80,1994-02-06,Australia
460,female,group B,Sprinter,World Tour,none,72,84,82,1987-10-28,Asia
461,female,group D,None,World Tour,none,61,54,60,2003-04-10,South America
462,male,group D,None,Continental,completed,84,81,77,1989-11-25,Australia
463,male,group A,Mountain,World Tour,none,73,76,63,2001-08-24,Africa
464,male,group E,Hill,World Tour,none,100,85,83,2004-10-26,North America
465,female,group C,Time Trial,World Tour,none,66,65,67,1990-03-16,Europe
466,male,group B,None,Continental,completed,57,47,51,2002-01-18,Africa
467,female,group C,Sprinter,World Tour,none,64,71,65,1986-02-15,Australia
468,male,group B,Time Trial,World Tour,none,75,83,71,1988-03-22,North America
469,female,group C,Time Trial,Continental,completed,84,91,95,1993-12-04,Africa
470,female,group C,Hill,World Tour,none,46,62,59,1998-10-07,North America
471,male,group C,Hill,Continental,none,52,56,56,1985-12-13,Australia
472,female,group B,None,World Tour,none,83,95,93,1988-05-26,Asia
473,male,group D,Time Trial,Continental,none,61,70,63,1985-06-03,North America
474,male,group D,Cobblestones,World Tour,completed,67,75,73,2005-03-23,South America
475,male,group D,Time Trial,Continental,none,65,55,56,1996-03-30,Australia
476,female,group D,Cobblestones,World Tour,none,89,96,91,2001-10-16,South America
477,female,group D,None,World Tour,none,58,63,64,1991-12-04,North America
478,female,group C,Sprinter,World Tour,completed,52,70,67,2004-02-02,Africa
479,male,group B,None,Continental,completed,74,68,68,1987-09-30,South America
480,male,group D,Sprinter,World Tour,none,81,68,63,1998-09-14,Europe
481,male,group C,Time Trial,World Tour,completed,63,62,66,1995-08-17,Australia
482,female,group B,None,World Tour,none,57,72,77,2003-05-06,North America
483,male,group E,Cobblestones,Continental,none,75,63,59,1998-04-02,North America
484,male,group D,None,World Tour,completed,74,69,73,1987-06-17,Australia
485,male,group D,Hill,World Tour,none,79,73,70,1990-11-18,Australia
486,male,group D,None,World Tour,completed,88,77,86,1988-07-31,Asia
487,female,group C,None,Continental,none,45,54,51,2000-01-31,South America
488,male,group B,Time Trial,World Tour,none,62,58,59,2004-10-26,Asia
489,male,group D,Hill,World Tour,none,87,82,86,2003-08-29,North America
490,female,group D,Hill,Continental,none,65,73,75,1993-09-13,Africa
491,female,group C,Hill,World Tour,none,64,70,72,1993-05-14,Africa
492,male,group C,Cobblestones,World Tour,none,73,73,63,1992-07-21,Africa
493,male,group E,Sprinter,Continental,none,75,72,67,1985-10-31,Australia
494,female,group C,Mountain,Continental,completed,73,91,98,1988-07-25,Australia
495,male,group E,Time Trial,World Tour,completed,100,95,95,2002-04-16,Asia
496,female,group C,Hill,Continental,none,71,88,85,1994-09-06,Europe
497,male,group D,None,World Tour,none,96,81,88,2003-02-17,North America
498,female,group E,Sprinter,World Tour,none,71,74,73,2004-01-15,Africa
499,male,group C,None,World Tour,none,75,71,67,1992-09-03,South America
500,male,group D,Cobblestones,World Tour,none,79,61,68,1988-02-04,Australia
501,male,group E,Hill,Continental,none,89,83,81,1992-12-27,South America
502,male,group C,Hill,Continental,completed,46,50,42,1987-08-30,Europe
503,female,group C,Hill,Continental,none,47,58,56,1990-08-21,Europe
504,female,group D,None,Continental,completed,61,77,71,1990-01-20,North America
505,male,group E,Sprinter,World Tour,none,63,57,60,1996-01-16,South America
506,male,group B,Hill,Continental,none,44,51,43,2000-12-15,Africa
507,female,group C,Time Trial,Continental,completed,68,73,76,1989-12-21,Asia
508,male,group E,Cobblestones,World Tour,none,59,50,51,2001-06-19,Australia
509,male,group B,Hill,Continental,none,75,72,69,1997-02-06,Africa
510,female,group C,None,Continental,completed,59,68,70,1990-11-24,Europe
511,female,group A,Sprinter,World Tour,completed,76,76,86,1990-11-13,Australia
512,female,group B,Mountain,World Tour,completed,65,54,65,1996-06-02,Europe
513,male,group A,Time Trial,Continental,none,72,77,73,2001-03-14,North America
514,female,group E,Sprinter,World Tour,completed,95,100,100,1994-11-21,Asia
515,male,group D,Cobblestones,World Tour,completed,52,58,51,1989-03-16,Africa
516,male,group E,None,Continental,none,73,73,60,1996-06-21,South America
517,female,group A,Hill,Continental,completed,64,84,86,1998-01-03,Asia
518,female,group B,Time Trial,Continental,completed,87,97,98,1990-01-07,Africa
519,male,group B,Hill,World Tour,none,62,57,53,1999-08-17,Asia
520,female,group A,Sprinter,World Tour,none,47,60,60,1993-11-12,Asia
521,male,group D,Time Trial,Continental,none,70,75,76,2001-03-07,Australia
522,female,group C,Cobblestones,Continental,none,40,61,53,1987-11-21,Australia
523,male,group D,Cobblestones,Continental,completed,37,27,28,1996-03-15,Australia
524,female,group D,Hill,World Tour,completed,86,96,97,2004-01-09,North America
525,female,group E,Sprinter,World Tour,none,70,67,69,1999-10-11,North America
526,male,group E,Sprinter,World Tour,completed,60,59,54,1988-01-21,South America
527,female,group E,Hill,Continental,completed,77,85,83,2002-07-25,South America
528,female,group A,Sprinter,World Tour,completed,56,81,78,2005-03-03,Australia
529,female,group D,Sprinter,World Tour,none,63,78,75,1991-07-25,Australia
530,female,group B,Sprinter,World Tour,completed,98,97,94,1998-06-26,South America
531,male,group C,Cobblestones,World Tour,none,70,71,66,2004-10-12,North America
532,female,group B,Sprinter,Continental,completed,45,64,57,1999-08-31,Australia
533,female,group C,None,Continental,none,62,70,74,1988-05-20,Australia
534,female,group D,Cobblestones,World Tour,none,72,85,86,1985-12-30,Africa
535,male,group C,None,World Tour,none,63,45,51,1989-06-12,Europe
536,female,group C,Cobblestones,World Tour,completed,58,73,75,1994-07-20,Africa
537,male,group B,Hill,Continental,none,78,75,73,1990-11-11,North America
538,male,group D,Sprinter,Continental,none,60,52,48,2004-09-24,Africa
539,male,group D,Hill,World Tour,none,78,74,78,1999-04-11,Australia
540,male,group C,Sprinter,Continental,none,50,45,38,2001-09-14,Australia
541,female,group C,None,World Tour,none,38,46,35,2000-12-05,North America
542,female,group D,Sprinter,World Tour,completed,63,64,71,2000-09-24,Australia
543,female,group C,Cobblestones,World Tour,completed,56,79,82,1994-01-23,Africa
544,male,group C,Mountain,World Tour,none,66,62,60,2002-05-13,Australia
545,female,group D,None,World Tour,completed,72,76,79,1995-11-27,Europe
546,male,group A,Time Trial,Continental,completed,70,83,78,2001-03-28,South America
547,female,group B,None,World Tour,none,49,54,55,1995-06-06,North America
548,male,group C,Time Trial,World Tour,completed,55,58,58,1987-09-05,Asia
549,male,group C,Sprinter,World Tour,completed,63,62,60,1991-12-28,South America
550,female,group D,Time Trial,World Tour,completed,70,84,86,1991-10-27,Australia
551,female,group C,Cobblestones,World Tour,completed,85,91,85,1991-06-27,Europe
552,female,group D,None,Continental,none,24,40,40,2002-02-26,South America
553,female,group C,Hill,Continental,none,68,85,78,2001-07-04,Australia
554,male,group C,Cobblestones,Continental,none,33,37,35,2001-01-22,Asia
555,female,group D,None,World Tour,completed,68,84,85,1998-12-08,South America
556,male,group C,None,World Tour,none,82,90,86,1988-08-14,Australia
557,male,group C,Cobblestones,World Tour,completed,82,89,84,1985-04-14,Africa
558,male,group E,Hill,World Tour,none,81,73,72,1996-05-24,Europe
559,female,group D,Cobblestones,World Tour,none,62,58,57,1996-02-20,Africa
560,female,group D,None,Continental,none,53,71,71,1991-05-14,Africa
561,female,group E,Time Trial,World Tour,none,74,77,72,1999-10-10,Australia
562,male,group C,Time Trial,World Tour,completed,79,84,78,1995-04-11,Europe
563,female,group C,Cobblestones,Continental,none,49,64,57,1991-07-19,Asia
564,female,group C,Time Trial,World Tour,none,80,80,82,1999-05-16,Europe
565,female,group B,Hill,World Tour,none,81,84,82,1985-06-16,Asia
566,male,group B,Time Trial,World Tour,completed,98,94,94,1991-12-30,North America
567,female,group C,Sprinter,World Tour,completed,72,77,81,1986-12-18,Africa
568,female,group D,Time Trial,Continental,none,41,51,59,2003-08-08,Africa
569,male,group C,Sprinter,World Tour,none,92,83,80,1998-05-06,North America
570,male,group D,Time Trial,World Tour,completed,86,85,86,2005-01-29,Australia
571,female,group E,None,World Tour,none,71,68,66,1999-01-17,Australia
572,female,group D,Cobblestones,World Tour,completed,73,95,91,1994-08-15,Australia
573,female,group E,Cobblestones,Continental,none,82,87,81,2000-02-10,Asia
574,female,group C,None,World Tour,none,65,75,74,2003-02-12,North America
575,male,group C,None,Continental,none,42,46,39,1991-08-28,Africa
576,male,group B,Cobblestones,Continental,none,71,60,59,1998-03-02,Australia
577,male,group C,Cobblestones,Continental,completed,61,62,59,2000-12-05,Africa
578,female,group E,Hill,Continental,none,33,46,41,1985-05-08,Australia
579,female,group D,Hill,World Tour,none,67,68,65,1997-02-02,South America
580,female,group D,Hill,World Tour,none,58,66,68,1997-03-04,Australia
581,female,group D,Hill,World Tour,none,80,83,85,1996-03-31,Europe
582,male,group C,None,Continental,none,55,55,55,1987-03-05,Europe
583,male,group C,Sprinter,Continental,none,61,66,61,1997-09-05,Europe
584,male,group A,Hill,Continental,completed,76,75,65,2001-12-03,North America
585,male,group D,None,World Tour,completed,92,91,96,1997-01-14,South America
586,male,group D,None,World Tour,none,72,54,59,1995-01-30,Europe
587,female,group D,Time Trial,World Tour,completed,81,85,87,1998-04-21,Europe
588,male,group C,Time Trial,World Tour,none,81,74,71,1988-03-07,Asia
589,male,group A,Mountain,World Tour,completed,66,64,68,1996-12-28,Australia
590,male,group D,Mountain,World Tour,completed,85,73,75,2000-12-05,Asia
591,male,group D,Hill,Continental,completed,64,64,59,2001-08-31,Africa
592,male,group C,Hill,Continental,completed,83,88,83,1985-08-16,Asia
593,male,group E,None,World Tour,none,84,80,73,1996-07-07,Asia
594,male,group D,Time Trial,World Tour,none,82,66,73,2003-07-16,Australia
595,male,group B,Sprinter,Continental,none,46,49,48,1992-11-23,Asia
596,female,group D,None,World Tour,none,51,52,50,1997-10-24,Europe
597,female,group D,Hill,World Tour,none,68,67,66,1992-09-21,South America
598,female,group C,Cobblestones,World Tour,none,45,59,53,1994-11-09,North America
599,male,group B,Cobblestones,World Tour,completed,61,59,57,1998-09-16,North America
600,female,group D,Sprinter,Continental,none,51,71,69,1996-09-24,Europe
601,male,group B,Sprinter,World Tour,none,42,51,34,1993-08-02,Australia
602,female,group A,Hill,World Tour,none,58,71,77,2003-01-04,Asia
603,female,group D,Cobblestones,World Tour,none,76,84,80,2004-03-09,North America
604,male,group C,None,World Tour,none,78,80,75,2005-01-14,North America
605,female,group C,Hill,Continental,completed,67,88,89,1999-10-19,Australia
606,male,group D,Hill,World Tour,none,57,65,62,1991-11-14,North America
607,female,group D,Cobblestones,World Tour,none,63,67,70,1986-09-22,North America
608,male,group C,Cobblestones,World Tour,none,54,55,51,2003-05-26,Africa
609,male,group E,Hill,World Tour,none,74,64,53,1993-01-18,Australia
610,female,group D,None,World Tour,none,74,74,78,2003-05-09,Asia
611,male,group B,Sprinter,Continental,none,40,45,38,1995-06-03,Europe
612,male,group C,Sprinter,World Tour,none,97,84,82,1991-05-11,Asia
613,female,group D,None,World Tour,completed,61,69,77,2002-07-26,Europe
614,female,group D,Hill,World Tour,none,48,62,61,1992-06-25,Europe
615,male,group C,Time Trial,World Tour,none,61,62,53,1987-07-31,North America
616,female,group C,Mountain,World Tour,none,69,78,81,1987-09-10,North America
617,female,group D,Cobblestones,World Tour,none,74,77,80,1995-03-14,Africa
618,female,group D,None,Continental,completed,47,59,61,1996-10-12,Australia
619,male,group D,Sprinter,Continental,none,79,76,68,2003-01-03,Asia
620,male,group E,Time Trial,Continental,none,74,59,53,1990-10-04,Australia
621,male,group C,Sprinter,Continental,none,59,55,48,2000-02-29,North America
622,male,group D,None,Continental,completed,60,63,65,1994-06-21,Australia
623,female,group B,Sprinter,World Tour,none,43,47,49,2002-06-19,Africa
624,female,group E,Sprinter,World Tour,none,49,59,56,1994-12-23,Asia
625,female,group C,Time Trial,World Tour,none,51,63,64,2004-07-08,Asia
626,female,group C,Sprinter,World Tour,none,68,81,74,1985-09-29,Asia
627,female,group B,Mountain,World Tour,completed,71,83,85,1986-07-23,Australia
628,female,group B,Sprinter,World Tour,none,63,80,69,2005-09-13,Europe
629,male,group D,Cobblestones,World Tour,completed,71,68,67,1999-05-23,North America
630,female,group C,None,World Tour,none,47,66,59,1993-02-25,Asia
631,female,group D,Sprinter,Continental,completed,49,53,53,2003-07-02,Africa
632,female,group C,None,World Tour,completed,65,89,88,1997-01-02,Australia
633,male,group E,Cobblestones,World Tour,none,57,52,44,1990-07-24,South America
634,male,group D,Cobblestones,World Tour,none,64,66,58,1992-05-26,Australia
635,female,group C,Sprinter,World Tour,none,62,68,65,1999-05-19,North America
636,female,group D,None,Continental,none,69,77,73,1991-11-06,Europe
637,male,group C,Sprinter,Continental,completed,64,68,73,1996-04-13,North America
638,male,group B,Cobblestones,World Tour,none,53,49,39,1992-10-16,Europe
639,male,group D,Cobblestones,World Tour,none,82,69,75,1994-09-29,Australia
640,male,group C,None,World Tour,completed,79,80,79,2001-06-27,South America
641,male,group C,Sprinter,Continental,none,81,75,75,1990-10-20,South America
642,female,group E,None,Continental,completed,70,83,84,1993-08-06,Europe
643,male,group D,Cobblestones,World Tour,none,65,53,56,1987-08-08,Asia
644,male,group D,None,World Tour,none,53,45,42,1992-03-21,Africa
645,female,group D,None,Continental,none,58,73,68,1989-06-01,South America
646,female,group A,Hill,World Tour,none,55,61,61,1991-05-12,North America
647,female,group B,None,World Tour,completed,61,72,63,1990-08-15,Europe
648,female,group D,Hill,World Tour,none,75,77,81,1988-12-15,Asia
649,male,group C,Hill,Continental,none,33,21,17,2003-02-02,Australia
650,female,group D,Sprinter,World Tour,completed,73,88,90,1990-02-19,Asia
651,male,group C,Cobblestones,World Tour,none,71,63,58,2000-05-17,Australia
652,male,group C,Mountain,Continental,none,67,61,59,2005-11-17,Europe
653,female,group C,Hill,World Tour,none,60,64,66,1995-09-22,Australia
654,female,group D,Cobblestones,World Tour,none,71,80,75,1996-04-02,South America
655,male,group C,Sprinter,World Tour,none,71,68,68,1992-01-09,North America
656,female,group A,Cobblestones,Continental,none,68,81,78,1989-06-26,Europe
657,male,group D,Hill,World Tour,none,63,59,65,1997-12-11,Asia
658,female,group A,Cobblestones,World Tour,none,43,57,55,2000-05-15,South America
659,female,group B,Cobblestones,Continental,completed,44,54,55,2000-08-13,Asia
660,male,group C,Time Trial,World Tour,completed,94,93,95,1985-01-06,Africa
661,male,group E,None,Continental,none,81,71,68,2000-02-19,South America
662,male,group B,Cobblestones,World Tour,none,80,87,78,2002-11-13,North America
663,female,group C,None,World Tour,none,57,58,66,1994-11-07,South America
664,female,group B,Hill,Continental,none,49,63,60,2005-11-22,North America
665,male,group B,Cobblestones,Continental,none,58,60,55,1990-05-08,Australia
666,female,group D,Hill,Continental,none,77,93,93,1990-05-17,Africa
667,female,group C,Time Trial,World Tour,none,68,70,67,1996-05-25,Africa
668,male,group D,Hill,World Tour,none,90,82,77,1994-05-27,Australia
669,male,group C,Hill,Continental,none,68,66,56,1988-10-24,Africa
670,female,group A,Time Trial,Continental,none,67,80,81,2001-05-29,Australia
671,male,group D,Mountain,Continental,none,85,86,84,1989-11-09,Africa
672,male,group B,Sprinter,World Tour,none,65,51,45,1994-01-23,South America
673,female,group B,Cobblestones,Continental,completed,53,72,64,1997-10-04,North America
674,female,group B,Cobblestones,World Tour,none,63,79,75,1995-09-25,Australia
675,female,group C,None,World Tour,completed,61,69,68,1994-01-01,Africa
676,male,group D,Cobblestones,World Tour,none,87,79,78,2003-10-08,Asia
677,female,group C,Hill,World Tour,completed,81,93,95,1990-02-22,North America
678,female,group B,Sprinter,World Tour,none,44,67,59,1987-03-01,North America
679,female,group E,Time Trial,Continental,none,51,51,53,2003-09-21,Africa
680,male,group E,Sprinter,Continental,none,68,58,58,1992-04-27,Australia
681,female,group B,Hill,Continental,completed,54,58,62,2003-11-23,Europe
682,male,group B,Mountain,Continental,none,64,54,52,1995-08-08,Africa
683,male,group B,Sprinter,Continental,completed,53,52,55,1987-12-09,Asia
684,female,group A,Sprinter,World Tour,completed,82,85,85,2002-11-19,Europe
685,female,group A,Sprinter,World Tour,none,70,75,75,2004-08-01,Europe
686,female,group C,None,Continental,none,79,81,85,1986-01-08,Asia
687,male,group C,Sprinter,Continental,none,84,85,70,1986-12-12,Africa
688,male,group D,Sprinter,World Tour,none,79,69,68,1990-02-09,Africa
689,male,group D,Hill,World Tour,completed,89,81,78,2001-12-01,North America
690,female,group B,Time Trial,World Tour,none,69,85,82,1998-12-24,Europe
691,female,group B,Sprinter,Continental,completed,67,85,87,2003-03-31,Asia
692,female,group D,Hill,Continental,none,46,56,57,2002-10-24,North America
693,male,group B,Hill,World Tour,none,51,61,53,2004-12-05,South America
694,male,group C,Mountain,World Tour,completed,82,83,85,1992-05-19,Europe
695,female,group A,Hill,Continental,none,52,62,60,1997-06-24,South America
696,female,group D,Sprinter,World Tour,completed,50,63,63,1985-07-15,North America
697,female,group C,Time Trial,World Tour,completed,61,65,68,2001-01-14,Asia
698,female,group B,Sprinter,World Tour,none,57,64,66,1993-10-09,North America
699,male,group D,Mountain,World Tour,completed,67,73,63,1991-07-02,Asia
700,male,group E,Time Trial,World Tour,none,79,65,69,1998-04-14,Australia
701,female,group C,Sprinter,Continental,none,75,74,76,2003-12-05,Australia
702,male,group C,Time Trial,World Tour,none,58,53,47,1995-04-21,Australia
703,male,group B,None,Continental,none,55,54,58,1989-03-23,Europe
704,male,group A,None,World Tour,none,79,60,57,2000-01-27,Asia
705,male,group D,Hill,World Tour,none,46,56,53,2000-02-23,South America
706,female,group D,Cobblestones,World Tour,none,75,80,80,2001-08-30,South America
707,female,group C,None,Continental,completed,74,84,83,2004-08-31,Australia
708,female,group D,Hill,Continental,none,66,66,64,2005-12-04,Africa
709,female,group D,Sprinter,World Tour,none,56,65,69,2000-11-16,Asia
710,male,group B,None,World Tour,completed,91,95,94,1990-06-22,Asia
711,female,group A,Cobblestones,World Tour,completed,90,91,98,2001-02-22,Africa
712,male,group C,None,World Tour,none,77,72,62,1989-05-10,South America
713,female,group D,Time Trial,World Tour,none,65,66,76,2003-07-28,Europe
714,male,group D,Mountain,Continental,none,77,72,68,1992-07-23,Australia
715,female,group C,Time Trial,World Tour,none,61,70,69,1999-11-24,South America
716,male,group A,Sprinter,Continental,completed,83,80,80,1995-05-30,Africa
717,male,group A,Sprinter,World Tour,completed,74,70,69,1988-11-05,North America
718,female,group B,None,World Tour,completed,59,73,75,1985-07-10,Australia
719,female,group E,Time Trial,World Tour,completed,87,85,89,1986-09-26,South America
720,male,group C,Time Trial,World Tour,completed,100,89,92,2004-04-01,Asia
721,female,group C,Mountain,Continental,none,65,71,69,2005-10-29,Asia
722,male,group B,Time Trial,World Tour,none,63,51,50,2003-09-08,Australia
723,female,group C,None,Continental,none,46,57,58,1990-11-29,North America
724,male,group E,Mountain,Continental,completed,93,77,84,1988-11-12,Asia
725,female,group C,Hill,World Tour,none,94,90,89,2000-12-16,Asia
726,female,group B,Time Trial,World Tour,none,49,67,62,2002-11-17,Europe
727,female,group B,Cobblestones,World Tour,none,52,60,53,1989-12-30,Australia
728,male,group D,Time Trial,World Tour,none,90,86,89,1989-12-22,Asia
729,female,group C,Time Trial,World Tour,completed,63,72,76,2000-02-11,Australia
730,male,group D,Cobblestones,World Tour,none,90,82,87,1993-07-28,Australia
731,female,group A,Hill,World Tour,none,54,60,60,1989-10-12,Australia
732,male,group D,None,Continental,completed,66,61,66,1998-05-16,Europe
733,male,group E,None,World Tour,none,62,60,56,1995-08-26,Europe
734,male,group C,None,World Tour,none,42,28,31,1998-07-14,North America
735,female,group D,None,World Tour,completed,68,77,78,2001-04-17,Asia
736,female,group C,Time Trial,World Tour,none,78,81,82,1991-09-24,South America
737,male,group C,Cobblestones,World Tour,completed,89,87,82,1993-12-23,North America
738,male,group B,None,Continental,none,79,85,74,1985-01-17,Australia
739,male,group D,Mountain,Continental,completed,85,91,94,1997-04-26,South America
740,female,group B,Sprinter,Continental,completed,61,70,65,1992-07-01,South America
741,female,group C,None,World Tour,none,45,49,42,1993-02-21,Australia
742,male,group C,None,World Tour,none,77,68,68,1992-09-08,South America
743,female,group B,Sprinter,World Tour,completed,73,81,78,1993-07-05,North America
744,male,group C,Sprinter,Continental,completed,70,77,77,1988-06-19,Africa
745,female,group B,Cobblestones,World Tour,completed,71,86,85,2002-09-16,Europe
746,male,group B,Time Trial,World Tour,completed,50,53,54,1986-09-16,North America
747,female,group D,Sprinter,Continental,none,57,69,72,2002-11-09,North America
748,male,group C,Sprinter,World Tour,completed,65,64,65,1992-03-16,Europe
749,male,group C,Sprinter,World Tour,none,69,66,57,1998-11-03,Asia
750,female,group B,Cobblestones,World Tour,none,46,52,50,1996-01-13,South America
751,male,group C,Time Trial,World Tour,completed,77,80,81,1989-08-22,Africa
752,female,group C,Time Trial,World Tour,none,56,55,55,1988-09-07,Africa
753,male,group B,Sprinter,World Tour,none,78,77,70,1995-11-10,Asia
754,male,group E,None,World Tour,none,90,76,65,2005-05-18,South America
755,female,group C,None,Continental,completed,63,79,81,1988-07-22,Europe
756,female,group B,Cobblestones,Continental,none,33,37,41,1993-08-16,South America
757,male,group C,Mountain,World Tour,completed,93,84,85,2000-04-03,South America
758,male,group B,None,World Tour,completed,83,92,91,1990-10-03,Europe
759,female,group D,Sprinter,Continental,none,52,56,58,1998-12-28,North America
760,female,group C,Mountain,World Tour,completed,69,74,82,1996-03-26,Africa
761,female,group C,None,World Tour,none,83,80,82,1996-11-01,Australia
762,female,group D,Mountain,Continental,none,34,46,48,1991-05-28,Africa
763,female,group B,Cobblestones,World Tour,completed,45,55,56,2005-09-16,South America
764,male,group C,Hill,Continental,completed,67,64,66,1995-03-23,Europe
765,male,group E,Time Trial,World Tour,none,100,90,81,2000-05-16,North America
766,female,group C,Sprinter,World Tour,none,79,92,87,2004-03-07,North America
767,female,group B,Sprinter,World Tour,completed,65,83,81,1999-12-20,Europe
768,male,group A,Hill,World Tour,none,54,56,51,2005-02-28,Africa
769,male,group D,None,World Tour,none,84,83,82,1999-02-28,Europe
770,female,group B,Sprinter,World Tour,none,59,70,72,2001-07-21,North America
771,female,group C,Time Trial,Continental,completed,60,74,72,1994-02-24,Australia
772,male,group C,None,Continental,none,71,79,75,1989-02-26,Australia
773,female,group C,Hill,World Tour,none,67,80,73,1994-10-12,Australia
774,female,group E,None,World Tour,none,78,87,88,1985-04-16,Africa
775,male,group D,Sprinter,World Tour,completed,80,69,79,1996-11-22,Africa
776,male,group B,None,World Tour,completed,64,62,68,1999-10-01,Australia
777,female,group A,None,World Tour,none,56,60,63,1999-10-22,Asia
778,male,group D,Mountain,World Tour,none,82,74,76,2004-06-24,Africa
779,male,group C,Hill,World Tour,completed,76,80,82,1990-08-30,Asia
780,female,group D,Hill,Continental,completed,63,80,85,1988-08-20,Asia
781,male,group B,Mountain,Continental,none,76,65,63,2001-05-18,Australia
782,male,group C,Hill,Continental,none,47,48,43,1990-03-04,Asia
783,female,group C,Sprinter,Continental,none,54,61,62,1996-01-29,Africa
784,male,group D,Time Trial,World Tour,completed,70,59,63,1988-08-08,Asia
785,male,group C,Time Trial,World Tour,completed,81,69,75,2001-12-05,Africa
